task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.26041452134262,73.26041452134262,73.26041452134262,73.26041452134262,73.26041452134262,73.26041452134262,34.12709617180205,8.235469155596274
object_detection,32.74503126305875,32.74503126305875,32.74503126305875,32.74503126305875,32.74503126305875,32.74503126305875,18.711096030225022,10.193127122013053
question_answering,34.82945821298439,34.82945821298439,34.82945821298439,34.82945821298439,34.82945821298439,34.82945821298439,16.10850888003592,3.1424139192318523
speech_recognition,574.5079845994048,574.5079845994048,574.5079845994048,574.5079845994048,574.5079845994048,574.5079845994048,218.12756382826987,18.48543936350388
