task_type,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,8.24797004573964,8.24797004573964
object_detection,10.264441427189475,10.264441427189475
question_answering,3.1246032462186513,3.1246032462186513
speech_recognition,18.74457573418705,18.74457573418705
