task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.04391638086634,73.04391638086634,73.04391638086634,73.04391638086634,73.04391638086634,29.956241381429685,29.956241381429685,29.956241381429685,29.956241381429685,8.011423907772791
object_detection,32.67523836650032,32.67523836650032,32.67523836650032,32.67523836650032,32.67523836650032,21.546790183834876,21.546790183834876,21.546790183834876,21.546790183834876,10.848496426054565
question_answering,35.044949808567765,35.044949808567765,35.044949808567765,35.044949808567765,35.044949808567765,17.462263982079058,17.462263982079058,17.462263982079058,17.462263982079058,3.090024413893617
speech_recognition,574.4896008700547,574.4896008700547,574.4896008700547,574.4896008700547,574.4896008700547,236.9620618432581,236.9620618432581,236.9620618432581,236.9620618432581,18.681439393939392
