task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,73.4133167392682,73.4133167392682,73.4133167392682,73.4133167392682,73.4133167392682,30.642451879286988,30.642451879286988,30.642451879286988,8.235547414762685
object_detection,32.961525397871796,32.961525397871796,32.961525397871796,32.961525397871796,32.961525397871796,21.29311299020342,21.29311299020342,21.29311299020342,10.372942704971582
question_answering,35.012325693797386,35.012325693797386,35.012325693797386,35.012325693797386,35.012325693797386,16.256474014668093,16.256474014668093,16.256474014668093,3.0470796712556067
speech_recognition,576.2859045546757,576.2859045546757,576.2859045546757,576.2859045546757,576.2859045546757,220.29316704780246,220.29316704780246,220.29316704780246,18.52347368524315
