task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.90448067353505,72.90448067353505,72.90448067353505,72.90448067353505,72.90448067353505,32.49426169360056,32.49426169360056,8.250974777553726,8.250974777553726
object_detection,32.79192132375254,32.79192132375254,32.79192132375254,32.79192132375254,32.79192132375254,19.575715624814297,19.575715624814297,10.305071960528569,10.305071960528569
question_answering,35.15246315782501,35.15246315782501,35.15246315782501,35.15246315782501,35.15246315782501,17.001805091776866,17.001805091776866,3.155859575609255,3.155859575609255
speech_recognition,573.8236626456686,573.8236626456686,573.8236626456686,573.8236626456686,573.8236626456686,227.35190264484623,227.35190264484623,18.526607612500733,18.526607612500733
