task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.29489303702086,74.29489303702086,74.29489303702086,74.29489303702086,74.29489303702086,74.29489303702086,74.29489303702086,74.29489303702086,74.29489303702086,74.29489303702086,28.771795721187026,8.312402116402117,8.312402116402117
object_detection,34.99732610370391,34.99732610370391,34.99732610370391,34.99732610370391,34.99732610370391,34.99732610370391,34.99732610370391,34.99732610370391,34.99732610370391,34.99732610370391,23.859823471722784,11.097287253275072,11.097287253275072
question_answering,34.79609330687709,34.79609330687709,34.79609330687709,34.79609330687709,34.79609330687709,34.79609330687709,34.79609330687709,34.79609330687709,34.79609330687709,34.79609330687709,15.533650579016712,3.110876464240407,3.110876464240407
speech_recognition,573.3763300212,573.3763300212,573.3763300212,573.3763300212,573.3763300212,573.3763300212,573.3763300212,573.3763300212,573.3763300212,573.3763300212,218.47566544566544,18.829693458521046,18.829693458521046
