task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.35175749378335,71.35175749378335,28.59561855261855,8.415639646076665,8.415639646076665,8.415639646076665
object_detection,30.86359345201239,30.86359345201239,20.79885373740449,10.44087541647346,10.44087541647346,10.44087541647346
question_answering,33.133459156261736,33.133459156261736,16.53048152295633,3.164646712642002,3.164646712642002,3.164646712642002
speech_recognition,563.8357872240481,563.8357872240481,199.2319176319176,18.837978487705467,18.837978487705467,18.837978487705467
