task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.0397001400504,73.0397001400504,73.0397001400504,31.906088589640696,31.906088589640696,31.906088589640696,8.331746479026,8.331746479026,8.331746479026
object_detection,31.869171065821156,31.869171065821156,31.869171065821156,21.48600406392816,21.48600406392816,21.48600406392816,10.579771583358731,10.579771583358731,10.579771583358731
question_answering,34.560283853573324,34.560283853573324,34.560283853573324,16.44962100664219,16.44962100664219,16.44962100664219,3.194191737204071,3.194191737204071,3.194191737204071
speech_recognition,573.5694702029996,573.5694702029996,573.5694702029996,197.64222531752844,197.64222531752844,197.64222531752844,18.810514144837725,18.810514144837725,18.810514144837725
