task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1
image_classification,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,74.03456127242762,8.346965452847806
object_detection,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,34.13299746704526,10.73256249127217
question_answering,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,35.185784934486364,3.039730470436992
speech_recognition,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,576.1005270579678,18.92056453350571
