task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1
image_classification,72.69871638905008,72.69871638905008,72.69871638905008,72.69871638905008,72.69871638905008,8.047551056886975
object_detection,31.28595404824963,31.28595404824963,31.28595404824963,31.28595404824963,31.28595404824963,10.070437752848377
question_answering,35.26383083233592,35.26383083233592,35.26383083233592,35.26383083233592,35.26383083233592,3.07637800057207
speech_recognition,575.3158852777676,575.3158852777676,575.3158852777676,575.3158852777676,575.3158852777676,18.770298458449968
