task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.93718648113713,70.93718648113713,25.69312318416177,8.225085614921465,8.225085614921465
object_detection,31.15470455688103,31.15470455688103,19.55521437782076,10.281986962973413,10.281986962973413
question_answering,33.30602373789792,33.30602373789792,17.237737173121484,3.125791081589707,3.125791081589707
speech_recognition,563.670435083435,563.670435083435,206.24092682527558,18.502480237968634,18.502480237968634
