task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.76028135735953,74.76028135735953,74.76028135735953,74.76028135735953,74.76028135735953,74.76028135735953,74.76028135735953,74.76028135735953,74.76028135735953,74.76028135735953,33.66117212805192,33.66117212805192,33.66117212805192,8.583270721269578,8.583270721269578
object_detection,35.53706151639898,35.53706151639898,35.53706151639898,35.53706151639898,35.53706151639898,35.53706151639898,35.53706151639898,35.53706151639898,35.53706151639898,35.53706151639898,22.895424771078023,22.895424771078023,22.895424771078023,11.508048287524833,11.508048287524833
question_answering,34.88391431856757,34.88391431856757,34.88391431856757,34.88391431856757,34.88391431856757,34.88391431856757,34.88391431856757,34.88391431856757,34.88391431856757,34.88391431856757,17.266695909346332,17.266695909346332,17.266695909346332,3.1227490871701398,3.1227490871701398
speech_recognition,574.4032694770568,574.4032694770568,574.4032694770568,574.4032694770568,574.4032694770568,574.4032694770568,574.4032694770568,574.4032694770568,574.4032694770568,574.4032694770568,233.05688619642024,233.05688619642024,233.05688619642024,19.177962578576285,19.177962578576285
