task_type,t2.large-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.92849571419224,8.244423835385625,8.244423835385625,8.244423835385625
object_detection,30.859540229885056,10.313101889504988,10.313101889504988,10.313101889504988
question_answering,33.318400932400934,3.181418726169825,3.181418726169825,3.181418726169825
speech_recognition,564.8752136752137,18.819562372577924,18.819562372577924,18.819562372577924
