task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.2318557068692,72.2318557068692,72.2318557068692,72.2318557068692,8.179772980188387,8.179772980188387
object_detection,31.56870401388817,31.56870401388817,31.56870401388817,31.56870401388817,10.204650170663843,10.204650170663843
question_answering,34.26684328974132,34.26684328974132,34.26684328974132,34.26684328974132,3.0903609080948953,3.0903609080948953
speech_recognition,572.8481450046472,572.8481450046472,572.8481450046472,572.8481450046472,18.56833262278134,18.56833262278134
