task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,76.24479313771883,76.24479313771883,76.24479313771883,76.24479313771883,76.24479313771883,76.24479313771883,76.24479313771883,76.24479313771883,76.24479313771883,35.02683162841058,35.02683162841058,35.02683162841058,9.480033674857271,9.480033674857271,9.480033674857271
object_detection,35.05795835094081,35.05795835094081,35.05795835094081,35.05795835094081,35.05795835094081,35.05795835094081,35.05795835094081,35.05795835094081,35.05795835094081,25.403639452165766,25.403639452165766,25.403639452165766,11.9161655011655,11.9161655011655,11.9161655011655
question_answering,35.343013805366745,35.343013805366745,35.343013805366745,35.343013805366745,35.343013805366745,35.343013805366745,35.343013805366745,35.343013805366745,35.343013805366745,16.428228250765404,16.428228250765404,16.428228250765404,3.174571426888024,3.174571426888024,3.174571426888024
speech_recognition,582.052979859933,582.052979859933,582.052979859933,582.052979859933,582.052979859933,582.052979859933,582.052979859933,582.052979859933,582.052979859933,209.76983918128653,209.76983918128653,209.76983918128653,19.525756134892763,19.525756134892763,19.525756134892763
