task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1
image_classification,73.55022281329363,73.55022281329363,73.55022281329363,73.55022281329363,73.55022281329363,73.55022281329363,73.55022281329363,73.55022281329363,8.209413305992253
object_detection,33.01489771267153,33.01489771267153,33.01489771267153,33.01489771267153,33.01489771267153,33.01489771267153,33.01489771267153,33.01489771267153,10.491494249899372
question_answering,35.07429880772404,35.07429880772404,35.07429880772404,35.07429880772404,35.07429880772404,35.07429880772404,35.07429880772404,35.07429880772404,3.051350748287054
speech_recognition,574.5905681869493,574.5905681869493,574.5905681869493,574.5905681869493,574.5905681869493,574.5905681869493,574.5905681869493,574.5905681869493,18.595765488991297
