task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.85206707755336,71.85206707755336,28.940984768281727,28.940984768281727,8.267576536668496,8.267576536668496,8.267576536668496
object_detection,31.789831768959914,31.789831768959914,20.400696123755335,20.400696123755335,10.639271905748211,10.639271905748211,10.639271905748211
question_answering,33.00328568971448,33.00328568971448,16.07173786044323,16.07173786044323,3.4479383477128587,3.4479383477128587,3.4479383477128587
speech_recognition,564.0097861277209,564.0097861277209,237.82347119097122,237.82347119097122,18.877407369009376,18.877407369009376,18.877407369009376
