task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,71.24810357574115,71.24810357574115,25.184733235703902,25.184733235703902,8.059543208819544
object_detection,30.879856504826893,30.879856504826893,18.488495923825532,18.488495923825532,10.02563287499831
question_answering,33.54412642731664,33.54412642731664,15.092308032379213,15.092308032379213,3.0536854966441753
speech_recognition,568.3734241588884,568.3734241588884,218.27907453363554,218.27907453363554,18.7696590917924
