task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.78684958104556,70.78684958104556,8.302427325725805,8.302427325725805
object_detection,30.701255829516697,30.701255829516697,10.2169043373838,10.2169043373838
question_answering,33.25200989163862,33.25200989163862,3.122084350619582,3.122084350619582
speech_recognition,564.0137188111604,564.0137188111604,18.64182757496119,18.64182757496119
