task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.62944146477878,74.62944146477878,74.62944146477878,74.62944146477878,74.62944146477878,74.62944146477878,74.62944146477878,74.62944146477878,74.62944146477878,74.62944146477878,8.232383320401812,8.232383320401812,8.232383320401812
object_detection,34.999329913483265,34.999329913483265,34.999329913483265,34.999329913483265,34.999329913483265,34.999329913483265,34.999329913483265,34.999329913483265,34.999329913483265,34.999329913483265,11.022100488554816,11.022100488554816,11.022100488554816
question_answering,34.685206824807985,34.685206824807985,34.685206824807985,34.685206824807985,34.685206824807985,34.685206824807985,34.685206824807985,34.685206824807985,34.685206824807985,34.685206824807985,3.163980840624732,3.163980840624732,3.163980840624732
speech_recognition,574.4529137544416,574.4529137544416,574.4529137544416,574.4529137544416,574.4529137544416,574.4529137544416,574.4529137544416,574.4529137544416,574.4529137544416,574.4529137544416,19.04989794713033,19.04989794713033,19.04989794713033
