task_type,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,24.616286268327364,8.404257453382685,8.404257453382685,8.404257453382685
object_detection,18.72989567965178,10.54289652913821,10.54289652913821,10.54289652913821
question_answering,14.424197652810097,3.1862371689321227,3.1862371689321227,3.1862371689321227
speech_recognition,202.0157080589184,18.918973894834547,18.918973894834547,18.918973894834547
