task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.86374117110958,28.80064080661662,28.80064080661662,28.80064080661662,8.251412651148192,8.251412651148192
object_detection,31.733766233766232,19.45767888379613,19.45767888379613,19.45767888379613,10.520741092312054,10.520741092312054
question_answering,33.013694638694645,14.838165629997528,14.838165629997528,14.838165629997528,3.1245333914331694,3.1245333914331694
speech_recognition,565.3509597069597,212.51885600021598,212.51885600021598,212.51885600021598,18.694979675474762,18.694979675474762
