task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,71.24789150563608,71.24789150563608,26.18314512488012,26.18314512488012,26.18314512488012,8.060492005668934
object_detection,30.917663817663822,30.917663817663822,18.935582802021123,18.935582802021123,18.935582802021123,10.187027796764639
question_answering,33.06204992595961,33.06204992595961,15.138469680020611,15.138469680020611,15.138469680020611,3.1034106481139085
speech_recognition,563.7613563288563,563.7613563288563,224.94368888675382,224.94368888675382,224.94368888675382,18.644678505817513
