task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.96980230581607,73.96980230581607,73.96980230581607,73.96980230581607,73.96980230581607,73.96980230581607,73.96980230581607,25.85965143765016,25.85965143765016,25.85965143765016,25.85965143765016,8.481201581027667,8.481201581027667
object_detection,34.085465265157445,34.085465265157445,34.085465265157445,34.085465265157445,34.085465265157445,34.085465265157445,34.085465265157445,23.092583224135534,23.092583224135534,23.092583224135534,23.092583224135534,11.132141351402222,11.132141351402222
question_answering,35.01468040223082,35.01468040223082,35.01468040223082,35.01468040223082,35.01468040223082,35.01468040223082,35.01468040223082,17.152388492448658,17.152388492448658,17.152388492448658,17.152388492448658,3.1131441102756896,3.1131441102756896
speech_recognition,574.0103209475423,574.0103209475423,574.0103209475423,574.0103209475423,574.0103209475423,574.0103209475423,574.0103209475423,201.13347058876946,201.13347058876946,201.13347058876946,201.13347058876946,18.90600886167674,18.90600886167674
