task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,74.72827170424853,36.517957553730874,8.190208764665286
object_detection,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,35.97013294087111,24.996764069264067,11.672175795219273
question_answering,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,35.59513445570433,15.211519607843139,3.0801002506265664
speech_recognition,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,579.4148004102266,245.3072857142857,19.21177489177489
