task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.29826605690273,74.29826605690273,74.29826605690273,74.29826605690273,74.29826605690273,74.29826605690273,74.29826605690273,74.29826605690273,32.5366425375226,32.5366425375226,8.299722906765242,8.299722906765242,8.299722906765242
object_detection,34.72641421391758,34.72641421391758,34.72641421391758,34.72641421391758,34.72641421391758,34.72641421391758,34.72641421391758,34.72641421391758,23.72547289666855,23.72547289666855,11.232392143614236,11.232392143614236,11.232392143614236
question_answering,34.88688227099567,34.88688227099567,34.88688227099567,34.88688227099567,34.88688227099567,34.88688227099567,34.88688227099567,34.88688227099567,18.556321697252507,18.556321697252507,3.1994776754378202,3.1994776754378202,3.1994776754378202
speech_recognition,573.8265482097397,573.8265482097397,573.8265482097397,573.8265482097397,573.8265482097397,573.8265482097397,573.8265482097397,573.8265482097397,240.2818174446812,240.2818174446812,19.027123208349558,19.027123208349558,19.027123208349558
