task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1
image_classification,72.67304842566264,72.67304842566264,72.67304842566264,72.67304842566264,72.67304842566264,72.67304842566264,8.149710507072106
object_detection,32.271442674802806,32.271442674802806,32.271442674802806,32.271442674802806,32.271442674802806,32.271442674802806,10.289314320825298
question_answering,35.11853225938238,35.11853225938238,35.11853225938238,35.11853225938238,35.11853225938238,35.11853225938238,3.0948356265379005
speech_recognition,572.8733602540407,572.8733602540407,572.8733602540407,572.8733602540407,572.8733602540407,572.8733602540407,18.743142639206713
