task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,71.35227838827839,29.62195260891164,29.62195260891164,8.113909288799388
object_detection,31.062246376811594,18.239001113562615,18.239001113562615,10.115765059822785
question_answering,32.78342645166175,15.234319868032937,15.234319868032937,3.0518082662322032
speech_recognition,565.4143054187192,208.5135694817484,208.5135694817484,18.833178782230508
