task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.273649867374,30.582571865336245,30.582571865336245,8.156907187873452,8.156907187873452
object_detection,31.014604978354974,19.067493786502034,19.067493786502034,10.116302030894193,10.116302030894193
question_answering,32.98742780414229,14.743308707405822,14.743308707405822,3.1605577482715814,3.1605577482715814
speech_recognition,566.2714289607333,210.9173642243612,210.9173642243612,18.51256888597421,18.51256888597421
