task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,75.23716716302519,9.11260303358567,9.11260303358567
object_detection,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,36.381904204124034,11.749274753024753,11.749274753024753
question_answering,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,35.5381264623381,3.1116646276428885,3.1116646276428885
speech_recognition,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,578.5113675544442,19.311238987620566,19.311238987620566
