task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,t2.large-16
image_classification,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219,80.98306883815219
object_detection,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984,37.078875057281984
question_answering,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149,37.38497186671149
speech_recognition,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855,616.8209126943855
