task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.85951178376115,73.85951178376115,73.85951178376115,73.85951178376115,73.85951178376115,73.85951178376115,73.85951178376115,31.661734990638745,31.661734990638745,31.661734990638745,31.661734990638745,8.036753623188407
object_detection,34.13876082579634,34.13876082579634,34.13876082579634,34.13876082579634,34.13876082579634,34.13876082579634,34.13876082579634,22.392349864036333,22.392349864036333,22.392349864036333,22.392349864036333,10.930702195408077
question_answering,34.5823604556906,34.5823604556906,34.5823604556906,34.5823604556906,34.5823604556906,34.5823604556906,34.5823604556906,15.411191523788574,15.411191523788574,15.411191523788574,15.411191523788574,3.1395487643763507
speech_recognition,574.2990393520922,574.2990393520922,574.2990393520922,574.2990393520922,574.2990393520922,574.2990393520922,574.2990393520922,224.6220306562496,224.6220306562496,224.6220306562496,224.6220306562496,18.768392489972022
