task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.346860253431,74.346860253431,74.346860253431,74.346860253431,74.346860253431,74.346860253431,74.346860253431,74.346860253431,74.346860253431,8.360931744446365,8.360931744446365,8.360931744446365
object_detection,34.58441236698616,34.58441236698616,34.58441236698616,34.58441236698616,34.58441236698616,34.58441236698616,34.58441236698616,34.58441236698616,34.58441236698616,11.076246403157054,11.076246403157054,11.076246403157054
question_answering,34.9546347200566,34.9546347200566,34.9546347200566,34.9546347200566,34.9546347200566,34.9546347200566,34.9546347200566,34.9546347200566,34.9546347200566,3.1926254782767627,3.1926254782767627,3.1926254782767627
speech_recognition,573.7085615584667,573.7085615584667,573.7085615584667,573.7085615584667,573.7085615584667,573.7085615584667,573.7085615584667,573.7085615584667,573.7085615584667,18.984496666538885,18.984496666538885,18.984496666538885
