task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.25614048233714,73.25614048233714,73.25614048233714,73.25614048233714,73.25614048233714,73.25614048233714,8.499331653031822,8.499331653031822,8.499331653031822
object_detection,32.90847426131033,32.90847426131033,32.90847426131033,32.90847426131033,32.90847426131033,32.90847426131033,10.741818903086742,10.741818903086742,10.741818903086742
question_answering,34.84720270956431,34.84720270956431,34.84720270956431,34.84720270956431,34.84720270956431,34.84720270956431,3.195901462894527,3.195901462894527,3.195901462894527
speech_recognition,573.4069775758223,573.4069775758223,573.4069775758223,573.4069775758223,573.4069775758223,573.4069775758223,18.79069632632103,18.79069632632103,18.79069632632103
