task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.54600006158788,74.54600006158788,74.54600006158788,74.54600006158788,74.54600006158788,74.54600006158788,74.54600006158788,74.54600006158788,74.54600006158788,30.800567273629515,30.800567273629515,30.800567273629515,30.800567273629515,8.549457271123938,8.549457271123938,8.549457271123938
object_detection,36.343717682577335,36.343717682577335,36.343717682577335,36.343717682577335,36.343717682577335,36.343717682577335,36.343717682577335,36.343717682577335,36.343717682577335,25.934302780982346,25.934302780982346,25.934302780982346,25.934302780982346,11.792492211527076,11.792492211527076,11.792492211527076
question_answering,35.13349170227396,35.13349170227396,35.13349170227396,35.13349170227396,35.13349170227396,35.13349170227396,35.13349170227396,35.13349170227396,35.13349170227396,15.985764805584854,15.985764805584854,15.985764805584854,15.985764805584854,3.157512449424214,3.157512449424214,3.157512449424214
speech_recognition,573.9960111282479,573.9960111282479,573.9960111282479,573.9960111282479,573.9960111282479,573.9960111282479,573.9960111282479,573.9960111282479,573.9960111282479,245.5195385102831,245.5195385102831,245.5195385102831,245.5195385102831,19.276692918836176,19.276692918836176,19.276692918836176
