task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,74.99403590681018,29.702517116582435,29.702517116582435,8.671980676328502
object_detection,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,36.46581283646831,23.38569772256729,23.38569772256729,11.816094212804739
question_answering,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,35.50863341622781,16.413091787439612,16.413091787439612,3.0605764411027567
speech_recognition,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,577.9459667415201,214.37087610330173,214.37087610330173,19.28144499178982
