task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,74.19892885260263,8.299534156775536,8.299534156775536
object_detection,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,34.805774959330506,11.127328799821457,11.127328799821457
question_answering,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,35.239466651797464,3.105862958309419,3.105862958309419
speech_recognition,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,575.7510158148486,18.751768554654802,18.751768554654802
