task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.1097863428458,73.1097863428458,73.1097863428458,73.1097863428458,73.1097863428458,31.788910946805686,8.25905827301358,8.25905827301358
object_detection,32.452577637997756,32.452577637997756,32.452577637997756,32.452577637997756,32.452577637997756,20.53863465983265,10.467046825101876,10.467046825101876
question_answering,34.388776816241496,34.388776816241496,34.388776816241496,34.388776816241496,34.388776816241496,13.996005020902922,3.15544744425228,3.15544744425228
speech_recognition,572.5903558999615,572.5903558999615,572.5903558999615,572.5903558999615,572.5903558999615,224.8419047619048,18.461095981042142,18.461095981042142
