task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,74.67511771662515,74.67511771662515,74.67511771662515,74.67511771662515,74.67511771662515,74.67511771662515,74.67511771662515,74.67511771662515,74.67511771662515,28.848947007015134,28.848947007015134,28.848947007015134,28.848947007015134,8.241468376824415
object_detection,35.39303672629782,35.39303672629782,35.39303672629782,35.39303672629782,35.39303672629782,35.39303672629782,35.39303672629782,35.39303672629782,35.39303672629782,23.17935695688327,23.17935695688327,23.17935695688327,23.17935695688327,11.325002823263693
question_answering,34.64087383873245,34.64087383873245,34.64087383873245,34.64087383873245,34.64087383873245,34.64087383873245,34.64087383873245,34.64087383873245,34.64087383873245,16.514395275776856,16.514395275776856,16.514395275776856,16.514395275776856,3.0344202898550727
speech_recognition,573.9903548324052,573.9903548324052,573.9903548324052,573.9903548324052,573.9903548324052,573.9903548324052,573.9903548324052,573.9903548324052,573.9903548324052,205.61901238955065,205.61901238955065,205.61901238955065,205.61901238955065,18.702440052700922
