task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1
image_classification,76.29806598168713,76.29806598168713,76.29806598168713,76.29806598168713,76.29806598168713,76.29806598168713,76.29806598168713,76.29806598168713,76.29806598168713,25.869719029374203,8.08323580926901
object_detection,34.2021303962883,34.2021303962883,34.2021303962883,34.2021303962883,34.2021303962883,34.2021303962883,34.2021303962883,34.2021303962883,34.2021303962883,21.642322428529326,10.411141922230632
question_answering,35.858621362074274,35.858621362074274,35.858621362074274,35.858621362074274,35.858621362074274,35.858621362074274,35.858621362074274,35.858621362074274,35.858621362074274,16.31760943703972,3.073828083726326
speech_recognition,589.5350722615615,589.5350722615615,589.5350722615615,589.5350722615615,589.5350722615615,589.5350722615615,589.5350722615615,589.5350722615615,589.5350722615615,207.6383448275862,18.75033810583442
