task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.12166268715058,74.12166268715058,74.12166268715058,74.12166268715058,74.12166268715058,74.12166268715058,74.12166268715058,74.12166268715058,74.12166268715058,36.78287081339713,8.264197686130188,8.264197686130188,8.264197686130188
object_detection,34.949229705076704,34.949229705076704,34.949229705076704,34.949229705076704,34.949229705076704,34.949229705076704,34.949229705076704,34.949229705076704,34.949229705076704,25.16244083840433,11.258421742282458,11.258421742282458,11.258421742282458
question_answering,34.76894957284182,34.76894957284182,34.76894957284182,34.76894957284182,34.76894957284182,34.76894957284182,34.76894957284182,34.76894957284182,34.76894957284182,17.21007817214714,3.1668613110914987,3.1668613110914987,3.1668613110914987
speech_recognition,573.3542885284849,573.3542885284849,573.3542885284849,573.3542885284849,573.3542885284849,573.3542885284849,573.3542885284849,573.3542885284849,573.3542885284849,271.6355555555555,19.108396481751534,19.108396481751534,19.108396481751534
