task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.06365089988137,74.06365089988137,74.06365089988137,74.06365089988137,74.06365089988137,74.06365089988137,74.06365089988137,32.21817473255935,32.21817473255935,32.21817473255935,8.566872555785599,8.566872555785599,8.566872555785599
object_detection,34.839882389093106,34.839882389093106,34.839882389093106,34.839882389093106,34.839882389093106,34.839882389093106,34.839882389093106,24.721296559208813,24.721296559208813,24.721296559208813,11.466135776839952,11.466135776839952,11.466135776839952
question_answering,34.78726171695308,34.78726171695308,34.78726171695308,34.78726171695308,34.78726171695308,34.78726171695308,34.78726171695308,15.97304324031811,15.97304324031811,15.97304324031811,3.174882512108077,3.174882512108077,3.174882512108077
speech_recognition,573.6428171364239,573.6428171364239,573.6428171364239,573.6428171364239,573.6428171364239,573.6428171364239,573.6428171364239,221.3944360731541,221.3944360731541,221.3944360731541,19.24553895994311,19.24553895994311,19.24553895994311
