task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1
image_classification,72.24114311882617,72.24114311882617,72.24114311882617,23.004414505986738,7.963259603872707
object_detection,30.607194272264213,30.607194272264213,30.607194272264213,17.410185024959247,9.915204978480405
question_answering,35.470467819113914,35.470467819113914,35.470467819113914,17.7274256757721,3.0544149473882505
speech_recognition,574.1221047067024,574.1221047067024,574.1221047067024,211.20726886545617,18.879542185761125
