task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,23.80921881862306,23.80921881862306,7.923297683347968
object_detection,18.845497739103003,18.845497739103003,9.991157203503763
question_answering,14.496201118713676,14.496201118713676,3.112085188404471
speech_recognition,202.40347750745315,202.40347750745315,18.96707242463521
