task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,75.11811020803631,26.9616095016095,26.9616095016095,26.9616095016095,8.613944710260501,8.613944710260501
object_detection,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,35.87572463117144,26.89431062573477,26.89431062573477,26.89431062573477,11.823034290271133,11.823034290271133
question_answering,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,35.465928195620954,18.136303243540087,18.136303243540087,18.136303243540087,3.0904924678005172,3.0904924678005172
speech_recognition,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,577.1858233388715,241.1273552257507,241.1273552257507,241.1273552257507,19.3125745212446,19.3125745212446
