task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.34151108978689,73.34151108978689,73.34151108978689,73.34151108978689,73.34151108978689,28.951082613120537,28.951082613120537,28.951082613120537,8.32812569334893,8.32812569334893
object_detection,33.019673805368924,33.019673805368924,33.019673805368924,33.019673805368924,33.019673805368924,20.241508874774503,20.241508874774503,20.241508874774503,10.70859665735037,10.70859665735037
question_answering,34.73530744607541,34.73530744607541,34.73530744607541,34.73530744607541,34.73530744607541,16.86378694318152,16.86378694318152,16.86378694318152,3.1388752509269007,3.1388752509269007
speech_recognition,573.5914871440011,573.5914871440011,573.5914871440011,573.5914871440011,573.5914871440011,251.67197507488805,251.67197507488805,251.67197507488805,18.724591036414566,18.724591036414566
