task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,72.98132801839779,72.98132801839779,72.98132801839779,72.98132801839779,30.16959638494693,30.16959638494693,30.16959638494693,8.145258959667453
object_detection,32.47422336854571,32.47422336854571,32.47422336854571,32.47422336854571,19.244017598724884,19.244017598724884,19.244017598724884,10.203333333333333
question_answering,35.016727589522574,35.016727589522574,35.016727589522574,35.016727589522574,16.364419637161564,16.364419637161564,16.364419637161564,3.0897246272246273
speech_recognition,574.6708642685817,574.6708642685817,574.6708642685817,574.6708642685817,229.64879394708018,229.64879394708018,229.64879394708018,18.793646414887796
