task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.31693418100315,73.31693418100315,73.31693418100315,73.31693418100315,73.31693418100315,73.31693418100315,73.31693418100315,30.389796724482323,8.399707702787614
object_detection,33.46632101049873,33.46632101049873,33.46632101049873,33.46632101049873,33.46632101049873,33.46632101049873,33.46632101049873,20.703873083609928,10.351987188253307
question_answering,35.0921511019289,35.0921511019289,35.0921511019289,35.0921511019289,35.0921511019289,35.0921511019289,35.0921511019289,15.903661670085521,3.14416159314038
speech_recognition,575.7106426847764,575.7106426847764,575.7106426847764,575.7106426847764,575.7106426847764,575.7106426847764,575.7106426847764,196.80817522114518,18.745999784529197
