task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,74.96212321165527,74.96212321165527,74.96212321165527,74.96212321165527,74.96212321165527,74.96212321165527,74.96212321165527,74.96212321165527,74.96212321165527,32.22618046023793,32.22618046023793,32.22618046023793
object_detection,33.87858271102855,33.87858271102855,33.87858271102855,33.87858271102855,33.87858271102855,33.87858271102855,33.87858271102855,33.87858271102855,33.87858271102855,21.439417184265007,21.439417184265007,21.439417184265007
question_answering,35.31107958490311,35.31107958490311,35.31107958490311,35.31107958490311,35.31107958490311,35.31107958490311,35.31107958490311,35.31107958490311,35.31107958490311,16.221291681663537,16.221291681663537,16.221291681663537
speech_recognition,578.9520816983536,578.9520816983536,578.9520816983536,578.9520816983536,578.9520816983536,578.9520816983536,578.9520816983536,578.9520816983536,578.9520816983536,212.23265580516653,212.23265580516653,212.23265580516653
