task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.73843463235288,73.73843463235288,73.73843463235288,73.73843463235288,73.73843463235288,33.99968563987978,33.99968563987978,33.99968563987978,33.99968563987978,8.10328056653724,8.10328056653724
object_detection,33.44740578544711,33.44740578544711,33.44740578544711,33.44740578544711,33.44740578544711,22.371596600062915,22.371596600062915,22.371596600062915,22.371596600062915,10.936501675848293,10.936501675848293
question_answering,34.975881615376274,34.975881615376274,34.975881615376274,34.975881615376274,34.975881615376274,16.58937805727725,16.58937805727725,16.58937805727725,16.58937805727725,3.1083115885396833,3.1083115885396833
speech_recognition,574.9945926335447,574.9945926335447,574.9945926335447,574.9945926335447,574.9945926335447,244.02018465832867,244.02018465832867,244.02018465832867,244.02018465832867,18.666885282858903,18.666885282858903
