task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.14655401945724,30.98133403089895,8.594333326979806,8.594333326979806,8.594333326979806
object_detection,31.11559050559247,20.38897360703812,10.353670424700677,10.353670424700677,10.353670424700677
question_answering,32.886604136604134,16.973977251506664,3.1752894178610918,3.1752894178610918,3.1752894178610918
speech_recognition,564.3221571906354,211.84082422386828,18.75472264418344,18.75472264418344,18.75472264418344
