task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.45092302333681,28.633231405769855,8.083067356578066,8.083067356578066
object_detection,30.79183535762483,18.475273446904968,10.164951922027077,10.164951922027077
question_answering,33.27946127946128,15.552323111062606,3.105520619717815,3.105520619717815
speech_recognition,565.4967904509283,190.14804063325735,18.61688094332832,18.61688094332832
