task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.28294643222276,74.28294643222276,74.28294643222276,74.28294643222276,74.28294643222276,74.28294643222276,74.28294643222276,74.28294643222276,74.28294643222276,74.28294643222276,34.56057681946412,34.56057681946412,8.408908133032917,8.408908133032917
object_detection,35.92387072803283,35.92387072803283,35.92387072803283,35.92387072803283,35.92387072803283,35.92387072803283,35.92387072803283,35.92387072803283,35.92387072803283,35.92387072803283,22.86415751347559,22.86415751347559,11.262484949832777,11.262484949832777
question_answering,34.9396851879892,34.9396851879892,34.9396851879892,34.9396851879892,34.9396851879892,34.9396851879892,34.9396851879892,34.9396851879892,34.9396851879892,34.9396851879892,16.754640346798176,16.754640346798176,3.1056110845676064,3.1056110845676064
speech_recognition,574.7037932018961,574.7037932018961,574.7037932018961,574.7037932018961,574.7037932018961,574.7037932018961,574.7037932018961,574.7037932018961,574.7037932018961,574.7037932018961,212.18598398169337,212.18598398169337,18.962365203125195,18.962365203125195
