task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.49768575650928,25.401082791545115,25.401082791545115,8.353203612064949,8.353203612064949,8.353203612064949
object_detection,31.29905677464298,20.428436491045186,20.428436491045186,10.478502874307486,10.478502874307486,10.478502874307486
question_answering,33.1058143547274,17.94401547132806,17.94401547132806,3.1502470647604963,3.1502470647604963,3.1502470647604963
speech_recognition,566.8738095238095,245.6256969717496,245.6256969717496,18.805362708378862,18.805362708378862,18.805362708378862
