task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,79.73894917722308,79.73894917722308,79.73894917722308,79.73894917722308,79.73894917722308,79.73894917722308,79.73894917722308,79.73894917722308,79.73894917722308,79.73894917722308,35.22786318795314,35.22786318795314,35.22786318795314,8.151768309663046
object_detection,36.40018643300135,36.40018643300135,36.40018643300135,36.40018643300135,36.40018643300135,36.40018643300135,36.40018643300135,36.40018643300135,36.40018643300135,36.40018643300135,23.56067925028584,23.56067925028584,23.56067925028584,11.147270114942529
question_answering,36.97776014912161,36.97776014912161,36.97776014912161,36.97776014912161,36.97776014912161,36.97776014912161,36.97776014912161,36.97776014912161,36.97776014912161,36.97776014912161,16.40193325380549,16.40193325380549,16.40193325380549,3.039529411764706
speech_recognition,599.195450762258,599.195450762258,599.195450762258,599.195450762258,599.195450762258,599.195450762258,599.195450762258,599.195450762258,599.195450762258,599.195450762258,193.24431885398553,193.24431885398553,193.24431885398553,18.769320512820514
