task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.66700703159165,74.66700703159165,74.66700703159165,74.66700703159165,74.66700703159165,74.66700703159165,74.66700703159165,74.66700703159165,74.66700703159165,26.04104380512275,26.04104380512275,26.04104380512275,8.454508286796054,8.454508286796054
object_detection,36.01706980469364,36.01706980469364,36.01706980469364,36.01706980469364,36.01706980469364,36.01706980469364,36.01706980469364,36.01706980469364,36.01706980469364,23.980657073218598,23.980657073218598,23.980657073218598,11.46123867436911,11.46123867436911
question_answering,34.970976898768654,34.970976898768654,34.970976898768654,34.970976898768654,34.970976898768654,34.970976898768654,34.970976898768654,34.970976898768654,34.970976898768654,17.697867971529657,17.697867971529657,17.697867971529657,3.1534854578972227,3.1534854578972227
speech_recognition,574.8517898529251,574.8517898529251,574.8517898529251,574.8517898529251,574.8517898529251,574.8517898529251,574.8517898529251,574.8517898529251,574.8517898529251,234.53716574647905,234.53716574647905,234.53716574647905,18.829125573199704,18.829125573199704
