task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.97458726659191,73.97458726659191,73.97458726659191,73.97458726659191,73.97458726659191,73.97458726659191,32.637915511051204,32.637915511051204,8.229704742147343,8.229704742147343,8.229704742147343
object_detection,33.3857273141948,33.3857273141948,33.3857273141948,33.3857273141948,33.3857273141948,33.3857273141948,21.679263881046488,21.679263881046488,11.00324785968464,11.00324785968464,11.00324785968464
question_answering,34.942239833466616,34.942239833466616,34.942239833466616,34.942239833466616,34.942239833466616,34.942239833466616,18.529446943860737,18.529446943860737,3.172991652067739,3.172991652067739,3.172991652067739
speech_recognition,574.2596535614916,574.2596535614916,574.2596535614916,574.2596535614916,574.2596535614916,574.2596535614916,199.30831660421316,199.30831660421316,19.047966818296914,19.047966818296914,19.047966818296914
