task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.04285504658704,73.04285504658704,73.04285504658704,73.04285504658704,27.17930241187384,8.352844085532087,8.352844085532087
object_detection,31.706072199651963,31.706072199651963,31.706072199651963,31.706072199651963,19.29388557172091,10.579469813952239,10.579469813952239
question_answering,34.4507738964369,34.4507738964369,34.4507738964369,34.4507738964369,13.930699368199367,3.148123020475053,3.148123020475053
speech_recognition,572.4143330936374,572.4143330936374,572.4143330936374,572.4143330936374,214.25598288620458,18.744276695859902,18.744276695859902
