task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.98096552456641,71.98096552456641,71.98096552456641,33.44211712264344,8.429057490869655,8.429057490869655,8.429057490869655
object_detection,31.3528391977812,31.3528391977812,31.3528391977812,19.01053432618776,10.689055585726774,10.689055585726774,10.689055585726774
question_answering,34.71955424942922,34.71955424942922,34.71955424942922,15.96164402206018,3.1694772319582203,3.1694772319582203,3.1694772319582203
speech_recognition,573.5587593211941,573.5587593211941,573.5587593211941,235.5212775137358,18.79449012510912,18.79449012510912,18.79449012510912
