task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,30.979560767641193,30.979560767641193,30.979560767641193,30.979560767641193,8.238387872007099,8.238387872007099
object_detection,19.734146157866725,19.734146157866725,19.734146157866725,19.734146157866725,10.302242848282322,10.302242848282322
question_answering,14.676138324823574,14.676138324823574,14.676138324823574,14.676138324823574,3.151552607098856,3.151552607098856
speech_recognition,215.55874589865607,215.55874589865607,215.55874589865607,215.55874589865607,18.583679600594664,18.583679600594664
