task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2
image_classification,83.05952044429593,83.05952044429593,83.05952044429593,83.05952044429593,83.05952044429593,83.05952044429593,83.05952044429593,83.05952044429593,23.90800430733902,23.90800430733902
object_detection,35.392797653911416,35.392797653911416,35.392797653911416,35.392797653911416,35.392797653911416,35.392797653911416,35.392797653911416,35.392797653911416,19.853257941012394,19.853257941012394
question_answering,40.133458794062925,40.133458794062925,40.133458794062925,40.133458794062925,40.133458794062925,40.133458794062925,40.133458794062925,40.133458794062925,15.446020482535763,15.446020482535763
speech_recognition,648.2259673876001,648.2259673876001,648.2259673876001,648.2259673876001,648.2259673876001,648.2259673876001,648.2259673876001,648.2259673876001,201.85009310564936,201.85009310564936
