task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,124.50846015431162,124.50846015431162,124.50846015431162,25.751080527520873,25.751080527520873,25.751080527520873,25.751080527520873
object_detection,46.962550126997435,46.962550126997435,46.962550126997435,18.326307337953068,18.326307337953068,18.326307337953068,18.326307337953068
question_answering,55.80040024733737,55.80040024733737,55.80040024733737,14.990160276669211,14.990160276669211,14.990160276669211,14.990160276669211
speech_recognition,932.5844424684279,932.5844424684279,932.5844424684279,206.8484664628455,206.8484664628455,206.8484664628455,206.8484664628455
