task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.42658147502652,74.42658147502652,74.42658147502652,74.42658147502652,74.42658147502652,74.42658147502652,74.42658147502652,74.42658147502652,74.42658147502652,74.42658147502652,34.005629288961835,34.005629288961835,34.005629288961835,8.735725585330849,8.735725585330849,8.735725585330849
object_detection,36.660615997435656,36.660615997435656,36.660615997435656,36.660615997435656,36.660615997435656,36.660615997435656,36.660615997435656,36.660615997435656,36.660615997435656,36.660615997435656,27.490642560054322,27.490642560054322,27.490642560054322,12.042436991170737,12.042436991170737,12.042436991170737
question_answering,34.95202578999947,34.95202578999947,34.95202578999947,34.95202578999947,34.95202578999947,34.95202578999947,34.95202578999947,34.95202578999947,34.95202578999947,34.95202578999947,17.5263583647175,17.5263583647175,17.5263583647175,3.1717141395469564,3.1717141395469564,3.1717141395469564
speech_recognition,574.7144044296776,574.7144044296776,574.7144044296776,574.7144044296776,574.7144044296776,574.7144044296776,574.7144044296776,574.7144044296776,574.7144044296776,574.7144044296776,225.2803018985372,225.2803018985372,225.2803018985372,19.41097894270237,19.41097894270237,19.41097894270237
