task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,88.15184503492779,88.15184503492779,88.15184503492779,88.15184503492779,88.15184503492779,88.15184503492779,88.15184503492779,88.15184503492779,34.4581868318027,34.4581868318027,34.4581868318027,34.4581868318027
object_detection,38.04319903984303,38.04319903984303,38.04319903984303,38.04319903984303,38.04319903984303,38.04319903984303,38.04319903984303,38.04319903984303,22.60945707239361,22.60945707239361,22.60945707239361,22.60945707239361
question_answering,40.44670021113293,40.44670021113293,40.44670021113293,40.44670021113293,40.44670021113293,40.44670021113293,40.44670021113293,40.44670021113293,16.712341580354433,16.712341580354433,16.712341580354433,16.712341580354433
speech_recognition,669.816438948246,669.816438948246,669.816438948246,669.816438948246,669.816438948246,669.816438948246,669.816438948246,669.816438948246,236.72056209241364,236.72056209241364,236.72056209241364,236.72056209241364
